Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.co.kittitas.wa.us/solidwaste/ts.asp target=""_blank"">Cle Elum Transfer Station</a>",Cle Elum Transfer Station,,"50 #5 Mine Rd,",,,,,Community Services,Waste Management & Remediation,Waste Treatment & Disposal,"Owner: Kittitas County; Manager: Non-Profit",,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.204654,-120.968618,Other
,"<a href=http://doublek.org/index.html target=""_blank"">Double-K Camp & Retreat Center</a>",Double-K Camp & Retreat Center,,"620 Tall Timber Trail,",Phone: 509-656-2304,,Season: Year round (Open),,Recreation Facilities,Camp,Church Camp,Owner: Non-Profit,Fee:,Amenities: Meeting Spaces,,,,,"Double-K is a year-round camp and retreat center available to serve non-profit groups of up to 160 people. Double-K's facilities are modern, comfortable, and safe.","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.220021,-121.156069,Camp
,Ensign Ranch,Ensign Ranch,,"3551 Hundley Rd,",Phone: 509-656-2344,,,,Recreation Facilities,Camp,Church Camp,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.212557,-121.098075,Camp
,Grace Episcopal Church,Grace Episcopal Church,,"1201 N B St, Ellensburg",Phone: 509-962-2951,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.004452,-120.547945,Other
,High Valley Cemetery,High Valley Cemetery,,"2521 Robinson Canyon Rd,",Phone: 509-962-9768,,,,Religion & Spiritual,Cemetery,Modern Cemetery,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.014969,-120.652169,Other
"<img src='http://www.manastashmapping.com/Photos/Kittitas/ThorpMill.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.thorp.org/ target=""_blank"">Historic Thorp Mill</a>",Historic Thorp Mill,"Links: <a href=http://www.historylink.org/index.cfm?DisplayPage=output.cfm&file_id=5073 target=""_blank"">Article</a>","11640 N Thorp Hwy,",Phone: 509-964-9640,"Hours: Guided tours in Summer Wed-Thu 12-5, Sat 10-5, Sun 11-5. Open for self guided outdoor tours year rou",Season: Year round (Open),Days Open: Wed Thu Fri Sat Sun,Attraction,Museum,History Museum,Owner: Non-Profit,Free - No fee or pass,"Amenities: Bathroom, Campground, Group Camp Site, Horse Facilities, Picnic Tables, Potable Water","Features: Historic Site, Interpretive Signs",Facilites: Trails,"Standard Campground; 10 campsites","Summer Sports: Hiking, Horseback Riding, Mountain Biking",Explore a historic mill. Outdoor self-guided tour available anytime. Guided tours are provided June to August from Thursday to Sunday.,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.074270,-120.683592,Museum
,IOOF Cemetery,IOOF Cemetery,,"1900 Brick Rd,",Phone: 509-962-9768,,,,Religion & Spiritual,Cemetery,Modern Cemetery,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.010227,-120.520459,Other
,Jehovah's Witnesses Cle Elum Congregation,Jehovah's Witnesses Cle Elum Congregation,,"617 W 1st St, Cle Elum",Phone: 509-674-4742,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.195908,-120.951603,Other
,Jehovah's Witnesses Kingdom Hall,Jehovah's Witnesses Kingdom Hall,,"1401 Vantage Hwy, Ellensburg",Phone: 509925-5749,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.000270,-120.524335,Other
,Kittitas Community Church,Kittitas Community Church,,"3rd & Pierce, Kittitas",Phone: 509-968-3331,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,46.985422,-120.418728,Other
,"<a href=http://roslynchurch.org/ target=""_blank"">Mt. Pisgah Presbyterian Church</a>",Mt. Pisgah Presbyterian Church,,"120 W Pennsylvania, Roslyn",Phone: 509-649-3572,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.224575,-120.994444,Other
,New Life Assembly,New Life Assembly,,"212 N Main St, Kittitas",Phone: 509-968-3847,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,46.984495,-120.416963,Other
"<img src='http://www.manastashmapping.com/Photos/Kittitas/RoslynMuseum.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.roslynmuseum.com/ target=""_blank"">Roslyn Museum</a>",Roslyn Museum,,"203 W Pennsylvania Ave, Roslyn",Phone: 509-649-2355,"Hours: Summer: Tuesday 1-5 pm, Saturday 10 am-5 pm. Winter: Saturday 12-4",Season: Year round (Open),Days Open: Tue Sat,Attraction,Museum,History Museum,Owner: Non-Profit,Free - No fee or pass,,,,,,"The museum is a reflection of Roslyn, it's tenacity, love of life and the richly seasoned ethnic mix that once represented more than 20 nationalities, and still does in the genealogy of it's inhabitants and former residents. Admission is free.","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.222516,-120.994943,Museum
"<img src='http://www.manastashmapping.com/Photos/Kittitas/Olmstead.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.parks.state.wa.us/556/Olmstead-Place target=""_blank"">Olmstead Place State Park</a>",Olmstead Place State Park,,"921 N Ferguson Rd,",Phone: 509-925-1943,"Hours: 6:30 am to dusk (Summer), 8am to dusk (winter), tours on Sat and Sun in summer.",,Days Open: Mon Tue Wed Thu Fri Sat Sun,Attraction,Museum,History Museum,Owner: WA State Parks,Pass: Discover Pass,"Amenities: Bathroom, Picnic Shelter, Picnic Tables",Features: Interpretive Signs,Facilites: Trails,1 miles of trails,"Summer Sports: Fishing, Hiking","A 217-acre day-use pak that features a working pioneer farm. The park hosts tours and school field trips. Pioneer artifacts are plentiful in the mark, and many can be seen in action. Picnic space and walking trails interweak with interpretive activities.","Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,46.971386,-120.467691,Museum
,"<a href=http://www.co.kittitas.wa.us/solidwaste/default.asp target=""_blank"">Ryegrass Landfill</a>",Ryegrass Landfill,,"25900 Vantage Hwy,",Phone: 509-856-0299,,,,Community Services,Waste Management & Remediation,Waste Treatment & Disposal,Owner: Kittitas County,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,46.964791,-120.213403,Other
,Seventh Day Adventist Church,Seventh Day Adventist Church,,"115 E 2nd St, Cle Elum",,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.195870,-120.936408,Other
,Thorp Cemetary,Thorp Cemetary,,Kittitas County,,,,,Religion & Spiritual,Cemetery,Historic Cemetery,"Owner: Private; Manager: Non-Profit",,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.050201,-120.672326,Other
,Thorp Community Church,Thorp Community Church,,"150 1st St,",Phone: 509-964-2222,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.067033,-120.670880,Other
,Roslyn Historic Cemetaries,Roslyn Historic Cemetaries,,Kittitas County,,,Season: Year round (Open),,Religion & Spiritual,Cemetery,Modern Cemetery,Owner: Non-Profit & Roslyn,,,,,,,The Roslyn Historic Cemetaries consist of number of cemetaries owned by the city and several non-profit organizations.,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.219857,-120.999286,Other
,"<a href=http://www.fs.usda.gov/recarea/okawen/recarea/?recid=79432 target=""_blank"">Alpine Lakes Wilderness</a>",Alpine Lakes Wilderness,,Wenatchee National Forest,Phone: 509-852-1100,,,,Recreation Areas,Recreation Lands,Wilderness Area,Owner: USFS,,,,Facilites: Trails,,"Summer Sports: Camping, Fishing, Hiking, Horseback Riding","This wilderness covers over 394,000 acres in the Okanagon-Wenatchee and Snoqualmie Mt Baker National forests.It has more than 700 lakes and mountain ponds, rugged creeks, and open meadows. It can be  accessed by 47 trailheads and 615 miles of trails.","Location contributed by <a href=http://www.fs.usda.gov/okawen/ target=""_blank"">Wenatchee National Forest</a>",Open,47.490322,-121.235938,Recreation Area
,Bible Baptist Church,Bible Baptist Church,,"415 W 5th St, Cle Elum",Phone: 509-674-5936,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.199023,-120.944489,Other
"<img src='http://www.manastashmapping.com/Photos/Kittitas/CarpenterHouse.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.nkcmuseums.org/Pages/CarpenterHouse.aspx target=""_blank"">Carpenter House Museum</a>",Carpenter House Museum,,"302 W 3rd St, Cle Elum",,Hours: Daily 12-4,Season: Year round (Open),Days Open: Fri Sat Sun,Attraction,Museum,History Museum,Owner: Non-Profit,Free - No fee or pass,Amenities: Store,Features: Fun for Kids,,,,"This museum, housed in a 1914 mansion, tells the colorful story of the mining communities of Upper Kittitas County and of Cle Elum's first successful banker and former mayor of Cle Elum, Frank Carpenter and his family.","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.197522,-120.941874,Museum
,Catholic Cemetary,Catholic Cemetary,,Kittitas County,,,,,Religion & Spiritual,Cemetery,Modern Cemetery,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.010044,-120.567716,Other
,Christian Life Assembly,Christian Life Assembly,,"514 E 3rd Ave, Cle Elum",Phone: 509-674-2664,,,,Religion & Spiritual,Place of Worship,Christian Church,Owner: Non-Profit,,,,,,,,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.195490,-120.928751,Other
,"<a href=http://wdfw.wa.gov/lands/wildlife_areas/colockum/ target=""_blank"">Colockum Wildlife Area</a>",Colockum Wildlife Area,,"Chelan, Kittitas County",,,Season: Year round (Open),,Recreation Areas,Recreation Lands,Wildlife Area,"Owner: WDFW, WDNR & BLM; Manager: WDFW",Pass: Discover or WDFW Pass,,,Facilites: Trails,Dispersed Camping,"Summer Sports: ATVing, Camping, Fishing, Hiking, Horseback Riding, Hunting, Jeep/4-Wheeling, Motorcycling, Mountain Biking","The Clockum Wildlife area has a mixture of confirer forest and shurb steppe. Wildlife includes deep, bighorn sheep, sage grouse, quail and raptors. Streams carry a number of resident and migratory fish species.","Location contributed by <a href=http://wdfw.wa.gov/lands/ target=""_blank"">WDFW Wildlife Program</a>",Open,47.191436,-120.160289,Recreation Area
,Palmiero Park,Palmiero Park,,Kittitas County,,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Kittitas,Free - No fee or pass,,,,,,Palmiero Park was a gift to the city of Kittitas from Fred and Joy Palmiero. This park has some old dugouts but the softball field is not marked.,"Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,46.987063,-120.413659,Neighborhood Park
,"Fire District 3, Easton Fire Station","Fire District 3, Easton Fire Station",,Iron Horse Trail,,,,,Public Safety,Fire Department,Unmanned Fire Station,"Owner: Unknown; Manager: Fire District",,,,,,,,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.233698,-121.176141,Other
,City Hall,City Hall,,"501 N Anderson St, Ellensburg",,,,,Government Services,Government Office,City Hall,Owner: Kittitas County,,,,,,,,"Location contributed by <a href=http://ellensburgdowntown.org/ target=""_blank"">Ellensburg Downtown Association</a>",Open,46.997215,-120.542738,Other
,"<a href=http://www.parks.state.wa.us/521/Iron-Horse target=""_blank"">Iron Horse Trail - East Ellensburg Trailhead</a>",Iron Horse Trail - East Ellensburg Trailhead,,Iron Horse Trail,,,Season: Year round (Open),,Recreation Access,Trail Access,Trailhead,Owner: WA State Parks,Pass: Discover Pass,,,Facilites: Trails,,"Summer Sports: Hiking, Horseback Riding, Mountain Biking",This trailhead on the east end of Ellensburg near the fairgrounds provides access to the portion of the trail between Ellensburg and Kittitas.,"Location contributed by <a href=http://www.parks.wa.gov/ target=""_blank"">WA State Parks</a>",Open,47.000831,-120.531410,Trail Access
,Ellensburg Golf & Country Club,Ellensburg Golf & Country Club,,"3231 S Thorp Hyw,",Phone: 509-962-2984,Hours: Summer 7 am-8 pm,Season: Early spring to late Fall,,Recreation Facilities,Golf,Public Golf Course,Owner: Private,"Fee: Varies by season, typically $10 for nine holes, $5 to rent clubs",,,,,Winter Sports: Cross Country Skiing,"The Ellensburg Golf Club has 18 holes along the Yakima River. It is open 9-10 months of the year, typically opening by 1 March and closing in late November. It is also a popular cross-country skiing spot in the winter, although there are no formal trails","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.019219,-120.628418,Golf
,"<a href=http://pse.com/inyourcommunity/ToursandRecreation/WildHorse/Pages/default.aspx target=""_blank"">Wild Horse Wind Farm Visitors Center</a>",Wild Horse Wind Farm Visitors Center,,"25901 Vantage Hwy,",Phone: 509-964-7815,Hours: 9-5:30 Daily April-November. Closed December-March,Season: Spring to Fall,Days Open: Mon Tue Wed Thu Fri Sat Sun,Attraction,Museum,Science Interpretive Center,"Owner: PSE; Manager: Puget Sound Energy",Free - No fee or pass,Amenities: Bathroom,"Features: Interpretive Signs, Scenic View",,,,"Check out the educational displays at the Renewable Energy Center created by PSE and CWU. As you take a tour of discovery, you will learn more about wind and solar technology  as well as the area's unique natural history. Or enjoy a hike.","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.012456,-120.201690,Interpretive Center or Site
,"<a href=http://pse.com/inyourcommunity/ToursandRecreation/WildHorse/Pages/default.aspx target=""_blank"">Wild Horse Wind Farm</a>",Wild Horse Wind Farm,,Kittitas County,,,Season: Spring to Fall,,Recreation Areas,Recreation Lands,Other Recreation Land,"Owner: PSE; Manager: Puget Sound Energy",Free - No fee or pass,,,Facilites: Trails,,Summer Sports: Hiking,"Wild Horse Wind and Solar Facility  has 149 turbines spanning across 10,000 acres and one of the regions largest solar arrays. The facility can generate up to 273 megawatts of electricity, enough to serve more than 80,000 homes.","Location contributed by <a href=http://washingtonhometown.com/ target=""_blank"">Washington Hometown</a>",Open,47.026619,-120.210622,Recreation Area
