Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30524.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30524 target=""_blank"">Lake Stickney</a>",Lake Stickney,,Snohomish County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing","Open 3rd weekend in April thru Oct 31; Water Access: Lake Stickney.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.876977,-122.254881,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30527.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30527 target=""_blank"">Lost Lake/Devil's Lake</a>",Lost Lake/Devil's Lake,,Snohomish County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing",Water Access: Lost Lake.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.799181,-122.043184,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30528.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30528 target=""_blank"">Martha Lake/Alderwod Manor</a>",Martha Lake/Alderwod Manor,,Snohomish County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing",This boat launch on Martha Lake is next to Snohomish County's Martha Lake Park.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.850730,-122.242529,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30533.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30533 target=""_blank"">Panther Lake</a>",Panther Lake,,Snohomish County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing","Internal combustion prohibited per SCC 12.08.04; Water Access: Panther Lake.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.950231,-122.007906,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30538.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30538 target=""_blank"">Serene Lake</a>",Serene Lake,,Snohomish County,,,Season: Late Spring to Fall,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,,Features: Lake Access,Facilites: Boat Launch,"Paved Launch; Waterbody: Serene Lake","Summer Sports: Boating, Fishing",Open last sat in April thru Oct 31st. It is a road end boat launch on the county right of way with tarking across the street.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.871478,-122.290083,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30543.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30543 target=""_blank"">Ben Howard</a>",Ben Howard,,Snohomish County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,,"Features: Motorized Boats Allowed, River Access",Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing","Open seasonally; Gate is open year-round; Water Access: Skykomish River; Motorized boats allowed.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.844986,-121.929015,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30609.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30609 target=""_blank"">Samish Lake</a>",Samish Lake,,Whatcom County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Accessible Facilities, Lake Access",Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing","Water Access: Samish Lake; Motorized boats allowed. See fishing regulations for open dates.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.666787,-122.376147,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30615.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30615 target=""_blank"">Wiser Lake</a>",Wiser Lake,,Whatcom County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Paved Launch,"Summer Sports: Boating, Fishing","Porta Potty Avaiable  May thru Oct, Refer to restriction sign on site or call Whatcom County; Water Access: Wiser Lake; Motorized boats allowed.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.905836,-122.485019,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30681.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30681 target=""_blank"">Lone Lake Boat Launch</a>",Lone Lake Boat Launch,,Island County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,"Owner: WDFW; Manager: South Whidbey Parks & Recreation District",Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Lake Access, Motorized Boats Allowed",Facilites: Boat Launch,Paved Launch,,"Operated and Maintained by So. Whidbey Park; Water Access: Lone Lake; Motorized boats allowed.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.023838,-122.461119,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30446.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30446 target=""_blank"">Hummel Lake/Lopez Island</a>",Hummel Lake/Lopez Island,,San Juan County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,"Owner: WA State Parks; Manager: WDFW",Pass: Discover Pass,Amenities: Bathroom,,Facilites: Boat Launch,Primitive Launch,"Summer Sports: Boating, Fishing",,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.521184,-122.893264,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30447.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30447 target=""_blank"">Sportsman Lake/San Juan Island</a>",Sportsman Lake/San Juan Island,,San Juan County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,Owner: San Juan County,Pass: Discover Pass,,Features: Lake Access,Facilites: Boat Launch,Primitive Launch,"Summer Sports: Boating, Fishing","Operated and Maintained by San Juan County Parks Department; Water Access: Sportsman Lake.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.568964,-123.070129,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30499.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30499 target=""_blank"">Cassidy Lake</a>",Cassidy Lake,,Snohomish County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Lake Access, Motorized Boats Allowed",Facilites: Boat Launch,Primitive Launch,"Summer Sports: Boating, Fishing","Water Access: Cassidy Lake; Motorized boats allowed.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.049619,-122.098394,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30500.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30500 target=""_blank"">Chain Lake</a>",Chain Lake,,Snohomish County,,,Season: See Regulations,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,,Features: Lake Access,Facilites: Boat Launch,Primitive Launch,"Summer Sports: Boating, Fishing","Car topper boat launch.  Trailors not recommended; Water Access: Chain Lake.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,47.902787,-121.972006,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30504.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30504 target=""_blank"">Crabapple Lake</a>",Crabapple Lake,,Snohomish County,,,Season: See regulations (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Lake Access, No Motorized Boats",Facilites: Boat Launch,"Primitive Launch; Waterbody: Crabapple Lake","Summer Sports: Boating, Fishing",This lake is open seasonally.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.132697,-122.274527,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30516.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30516 target=""_blank"">Howard Lake</a>",Howard Lake,,Snohomish County,,,Season: See regulations (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Lake Access, No Motorized Boats",Facilites: Boat Launch,"Primitive Launch; Waterbody: Howard Lake","Summer Sports: Boating, Fishing",The parking area and bathroon are across the street one block north of the launch. The launch is open seasonally.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.158503,-122.329915,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30522.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://www.snohomishcountywa.gov/Facilities/Facility/Details/Wenberg-County-Park-62 target=""_blank"">Wenberg County Park (Lake Goodwin)</a> - <a href=http://wdfw.wa.gov/lands/water_access/30522 target=""_blank"">WDFW Link</a>",Wenberg County Park (Lake Goodwin),,Snohomish County,,Hours: 7 am to sunset (day use).,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: Snohomish County,"Fee: $10 boat launch, $22-$40 camping,","Amenities: Bathroom, Campground, Picnic Tables, Playground, RV Dump, Shower","Features: Beach, Lake Access, Motorized Boats Allowed",Facilites: Boat Launch,"Paved Launch; Standard Campground; Waterbody: Lake Goodwin","Summer Sports: Boating, Fishing, Kayaking, Swimming","This park has 465' of swimming beach, 1,140of shoreline, a concession stand,  campground and two picnic shelters - one with great views of the lake, and another perfect for company picnics and large gatherings.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.136058,-122.288864,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30529.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30529 target=""_blank"">Martha Lake (WB)</a>",Martha Lake (WB),,Snohomish County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,"Primitive Launch; Waterbody: Martha Lake","Summer Sports: Boating, Fishing",,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.170359,-122.346072,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30535.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30535 target=""_blank"">Riley Lake</a>",Riley Lake,,Snohomish County,,,Season: See regulations,,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,Features: Lake Access,Facilites: Boat Launch,Primitive Launch,"Summer Sports: Boating, Fishing","Open: Seasonally; Water Access: Riley Lake.","Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.244226,-121.944668,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30539.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30539 target=""_blank"">Shoecraft Lake</a>",Shoecraft Lake,,Snohomish County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDFW,Pass: Discover or WDFW Pass,Amenities: Bathroom,"Features: Lake Access, Motorized Boats Allowed",Facilites: Boat Launch,"Primitive Launch; Waterbody: Shoecraft Lake","Summer Sports: Boating, Fishing",,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.125977,-122.307073,Boating
"<img src='http://wdfw.wa.gov/lands/water_access/graphics/facility_image/30680.jpg'/ alt=""No Photo""height=""150""width=""150"">","<a href=http://wdfw.wa.gov/lands/water_access/30680 target=""_blank"">Goss Lake</a>",Goss Lake,,Island County,,,Season: See regulations (Open),,Recreation Access,Water Access,Boat Launch,"Owner: WDFW; Manager: South Whidbey Parks & Recreation District",Pass: Discover or WDFW Pass,,"Features: Lake Access, No Motorized Boats",Facilites: Boat Launch,"Primitive Launch; Waterbody: Goss Lake","Summer Sports: Boating, Fishing",This boat launch has a gravel ramp.,"Location contributed by <a href=http://wdfw.wa.gov/fishing/ target=""_blank"">WDFW Fish Program</a>",Open,48.039264,-122.478023,Boating
